,place,latitude,longitude
1818,"Hannibal, MO, USA",39.708736,-91.357063
1819,"Manchester, TN, USA",35.481743,-86.0886
1820,"Atascadero, CA, USA",35.489418,-120.670723
1821,"Granada Hills, CA, USA",34.279358,-118.502151
1822,"Magnolia Beach, TX, USA",28.560278,-96.542755
1823,"Union, SC, USA",34.715412,-81.623711
1824,"Cumberland, NJ, USA",39.374783,-74.938408
1825,"Agness, Oregon, USA",42.556889,-124.063309
1826,"Ashford, WA, USA",46.758442,-122.030937
1827,"El Paso, IL, USA",40.740326,-89.014442
1828,"Shickshinny, PA, USA",41.153137,-76.150208
1829,"Bethany, WV, USA",40.205627,-80.55674
1830,"Rutland, VT, USA",43.610622,-72.972603
1831,"Sanders, AZ, USA",35.209145,-109.328796
1832,"Wilson, NC, USA",35.721268,-77.915543
1833,"Salisbury, MA, USA",42.841724,-70.860596
1834,"Hillsborough, CA, USA",37.574104,-122.379417
1835,"Weld, ME, USA",44.698669,-70.421455
1836,"Chillicothe, IL, USA",40.92226,-89.486198
1837,"North Conway, Conway, NH, USA",44.05368,-71.128403
1838,"High Island, Bolivar Peninsula, TX, USA",29.562353,-94.394371
1839,"Blue Springs, Kansas City, MO, USA",39.021282,-94.288452
1840,"West Windsor Township, NJ, USA",40.298325,-74.618637
1841,"Shannon, MS, USA",34.116219,-88.711716
1842,"Gonzales, LA, USA",30.238529,-90.920097
1843,"San Carlos, CA, USA",37.50716,-122.260521
1844,"Branford, CT, USA",41.279903,-72.814117
1845,"Garden City, KS, USA",37.971691,-100.872665
1846,"Rockville Centre, NY, USA",40.658714,-73.641243
1847,"Orefield, North Whitehall Township, PA, USA",40.634953,-75.58493
1848,"Montclair, NJ, USA",40.830509,-74.204742
1849,"Southborough, MA, USA",42.305649,-71.524506
1850,"Epworth, GA, USA",34.950638,-84.384926
1851,"Lummi Island, WA, USA",48.727333,-122.679428
1852,"Gresham, Portland, Oregon, USA",45.510185,-122.452385
1853,"Bangor Charter Twp, MI, USA",43.657043,-83.900299
1854,"Jefferson, WI, USA",43.005558,-88.807327
1855,"Mascot, TN, USA",36.061195,-83.745735
1856,"Morristown, TN, USA",36.213982,-83.294891
1857,"Show Low, AZ, USA",34.258568,-110.033035
1858,"Parker, FL, USA",30.131855,-85.602203
1859,"Medford, NJ, USA",39.865871,-74.838997
1860,"Bolton, MA, USA",42.434177,-71.608711
1861,"Watonga, OK, USA",35.844765,-98.413132
1862,"Astoria, OR, USA",46.18758,-123.834114
1863,"Tomball, TX, USA",30.097191,-95.616203
1864,"Wallis, TX, USA",29.634144,-96.063934
1865,"Ormond Beach, FL, USA",29.285812,-81.055885
1866,"Spirit Lake, IA, USA",43.425148,-95.104179
1867,"Leon Valley, San Antonio, TX, USA",29.492441,-98.610573
1868,"Eden, NY, USA",42.652283,-78.89698
1869,"Jupiter, FL, USA",26.934225,-80.094208
1870,"Eagle Lake, TX, USA",29.589684,-96.33358
1871,"Smyrna, Atlanta, Georgia, USA",33.883991,-84.514374
1872,"Mexia, TX, USA",31.67989,-96.482201
1873,"Buford, WY, USA",41.123688,-105.302292
1874,"Bettendorf, IA, USA",41.56049,-90.478592
1875,"Hackettstown, NJ, USA",40.853989,-74.829056
1876,"Bonita Springs, Florida, USA",26.338654,-81.775017
1877,"Grants Pass, OR, USA",42.436386,-123.30439
1878,"Sunland-Tujunga, CA, USA",34.266014,-118.311424
1879,"Elmira, NY, USA",42.084972,-76.798553
1880,"De Soto, MO, USA",38.1395,-90.555122
1881,"Converse, TX, USA",29.518007,-98.316124
1882,"Montevallo, AL, USA",33.09528,-86.85894
1883,"New Berlin, NY, USA",42.624241,-75.331558
1884,"Fountain City, Knoxville, TN, USA",36.032024,-83.937408
1885,"Sandusky, OH, USA",41.44894,-82.707962
1886,"Lincoln City, OR, USA",44.958164,-124.017891
1887,"LaFayette, GA, USA",34.704803,-85.281898
1888,"Brainerd, MN, USA",46.352673,-94.202011
1889,"Canton, GA, USA",34.234726,-84.488297
1890,"Limestone, OK, USA",36.31789,-95.742416
1891,"Tullahoma, TN, USA",35.362022,-86.209435
1892,"Arnold, Annapolis, MD, USA",39.031719,-76.504326
1893,"Grayling, MI, USA",44.661404,-84.714752
1894,"Mt Holly, NJ, USA",39.993145,-74.787941
1895,"Star, ID, USA",43.692108,-116.493462
1896,"Marshville, NC, USA",34.988487,-80.367004
1897,"Glendora, CA, USA",34.13612,-117.865341
1898,"Cheboygan, MI, USA",45.650528,-84.476624
1899,"Pleasant Hill, LA, USA",31.819914,-93.514626
1900,"Crozet, VA, USA",38.06958,-78.700577
1901,"Kingwood, TX, USA",30.057535,-95.1903
1902,"Borrego Springs, CA, USA",33.255871,-116.375015
1903,"Leavenworth, WA, USA",47.596233,-120.661476
1904,"Marcellus, MI, USA",42.025879,-85.815559
1905,"Castroville, CA, USA",36.761951,-121.75177
1906,"Oak Park, Chicago, IL, USA",41.885033,-87.7845
1907,"Morro Bay, CA, USA",35.370781,-120.851173
1908,"Herriman, UT, USA",40.514114,-112.032997
1909,"Riverton, UT, USA",40.521893,-111.939102
1910,"Fort Irwin, CA, USA",35.26284,-116.684631
1911,"Tishomingo, MS, USA",34.636761,-88.231712
1912,"Menlo Park, CA, USA",37.452961,-122.181725
1913,"Old Greenwich, Greenwich, CT, USA",41.023262,-73.565208
1914,"Lake Wales, FL, USA",27.901413,-81.585907
1915,"Livingston, TX, USA",30.717047,-94.942474
1916,"Fayetteville, TN, USA",35.152027,-86.570549
1917,"New Market, MD, USA",39.382603,-77.269424
1918,"Magee, MS, USA",31.873772,-89.733688
1919,"Pikeville, TN, USA",35.605621,-85.18885
1920,"North Haven, CT, USA",41.390915,-72.859543
1921,"Juda, WI, USA",42.588776,-89.504112
1922,"Sullivan, IL, USA",39.59948,-88.607841
1923,"New Hamburg, NY, USA",41.588428,-73.945137
1924,"Rattan, OK, USA",34.200382,-95.413017
1925,"Yuma, CO, USA",40.122208,-102.725212
1926,"Lawton, Reno, NV, USA",39.512131,-119.906586
1927,"Blue Ridge, GA, USA",34.866215,-84.326248
1928,"Winter Haven, FL, USA",28.022243,-81.732857
1929,"Verdi, NV, USA",39.518093,-119.992844
1930,"Red Bluff, CA, USA",40.180447,-122.226334
1931,"Minot, ND, USA",48.230164,-101.291199
1932,"Walla Walla, WA, USA",46.064583,-118.343018
1933,"North Ridgeville, OH, USA",41.39278,-82.014999
1934,"Addison, IL, USA",41.932297,-87.987267
1935,"Petersburg, WV, USA",38.99744,-79.125771
1936,"Belpre, OH, USA",39.273964,-81.572906
1937,"Adelanto, CA, USA",34.582771,-117.409218
1938,"Marion, AL, USA",32.632355,-87.319168
1939,"Madisonville, KY, USA",37.328102,-87.498886
1940,"Emeryville, CA, USA",37.831318,-122.285248
1941,"White River, Washington, USA",47.199821,-122.258728
1942,"Madeline, CA, USA",41.051697,-120.476006
1943,"Quitman, GA, USA",30.78492,-83.559883
1944,"Fort Laramie, WY, USA",42.211102,-104.516541
1945,"Luverne, AL, USA",31.716545,-86.263847
1946,"Frankfort, IN, USA",40.27948,-86.510834
1947,"Gatlinburg, TN, USA",35.71426,-83.510162
1948,"Riverdale, GA, USA",33.572613,-84.413261
1949,"Fulton, MD, USA",39.151169,-76.92305
1950,"Buckingham, FL, USA",26.67507,-81.732025
1951,"Gurney, WI, USA",46.473831,-90.50843
1952,"Harrisburg, CA, USA",36.363171,-117.108093
1953,"Payson, UT, USA",40.04454,-111.732262
1954,"Shirley, NY, USA",40.801487,-72.867599
1955,"Lone Pine, CA, USA",36.606045,-118.062866
1956,"Flat Lick, KY, USA",36.829983,-83.770035
1957,"Southold, NY, USA",41.065018,-72.427071
1958,"Childress, TX, USA",34.426453,-100.204002
1959,"Macon, NC, USA",36.438759,-78.083878
1960,"Oaklandon, Lawrence, IN, USA",39.872818,-85.956924
1961,"Litchfield by the Sea, SC, USA",33.476269,-79.101395
1962,"Carrollton, VA, USA",36.946869,-76.561111
1963,"Aliso Viejo, CA, USA",33.567684,-117.725609
1964,"Crawford, TX, USA",31.53404,-97.443207
1965,"Richville, OH, USA",40.751171,-81.477898
1966,"Jericho, NY, USA",40.792046,-73.539848
1967,"Elgin, ND, USA",46.400936,-101.844635
1968,"Warroad, MN, USA",48.904564,-95.315498
1969,"Walla Walla, WA, USA",46.055645,-118.346359
1970,"Weston, WV, USA",39.038425,-80.467316
1971,"Sedona, AZ, USA",34.871002,-111.760826
1972,"Mayflower, AR, USA",34.958111,-92.426895
1973,"Sylacauga, AL, USA",33.173172,-86.25164
1974,"Manhattan Beach, CA, USA",33.881248,-118.407211
1975,"Betteravia, CA, USA",34.917778,-120.513885
1976,"Natchitoches, LA, USA",31.760719,-93.086273
1977,"Elko, NV, USA",40.83242,-115.763123
1978,"Gahanna, Columbus, OH, USA",40.021568,-82.879143
1979,"Huntersville, NC, USA",35.410694,-80.84285
1980,"Seymour, IN, USA",38.964748,-85.878754
1981,"Virgin, UT, USA",37.208317,-113.188278
1982,"Lufkin, TX, USA",31.338242,-94.729095
1983,"Rockefeller Township, PA, USA",40.824463,-76.745193
1984,"Waycross, GA, USA",31.214123,-82.356094
1985,"Seeley Lake, MT, USA",47.175831,-113.479324
1986,"Narragansett, Rhode Island, USA",41.447807,-71.450188
1987,"Burns, Oregon, US",43.587231,-119.054893
1988,"Lumberton, NC, USA",34.624237,-79.004143
1989,"Ruby Valley, Nevada, USA",40.360966,-115.447212
1990,"Mason City, Iowa, US",43.167126,-93.210754
1991,"Cadillac, MI, USA",44.251953,-85.401161
1992,"Nelsonville, Ohio, US",39.460815,-82.233994
1993,"Lebanon, PA, USA",40.340923,-76.411346
1994,"Fort Walton Beach, FL, US",30.418776,-86.617928
1995,"Moline, IL, USA",41.506699,-90.515137
1996,"Warrensburg, MO, USA",38.762791,-93.736053
1997,"Clarksburg, WV, USA",39.281567,-80.344215
1998,"Bennington, NH, USA",42.996883,-71.91642
1999,"Bogalusa, LA, USA",30.776999,-89.85746
2000,"Tifton, GA, USA",31.450462,-83.508499
2001,"Conway, AR, USA",35.090328,-92.441559
2002,"Selma, AL, USA",32.413734,-87.023911
2003,"Callaway, FL, USA",30.136614,-85.576645
2004,"Edenton, NC, USA",36.069916,-76.605263
2005,"Venice, IL, USA",38.672272,-90.16983
2006,"Catskill, NY, USA",42.217312,-73.864571
2007,"Devil's Lake, ND, USA",48.102329,-98.865196
2008,"New Philadelphia, OH, USA",40.489578,-81.445526
2009,"Artesia, NM, USA",32.842258,-104.39756
2010,"New Bern, NC, USA",35.108494,-77.044113
2011,"Blacksburg, VA, USA",37.229572,-80.41394
2012,"Malabar, FL, USA",28.003229,-80.566048
2013,"Shelbyville, TN, USA",35.484875,-86.459717
2014,"Arkadelphia, Arkansas, USA",34.154999,-93.073425
2015,"San Gabriel, CA, USA",34.096756,-118.105667
2016,"Oroville, WA, USA",48.935032,-119.436943
2017,"Bessemer, AL, USA",33.406509,-86.959877
2018,"Socastee, SC, USA",33.687496,-79.000969
2019,"Isle of Palms, SC, USA",32.819412,-79.734383
2020,"Eminence, Missouri, USA",37.150517,-91.357903
2021,"Willow Street, Lancaster, PA, USA",39.974308,-76.274582
2022,"Plover, WI, USA",44.453205,-89.543983
2023,"Carlisle, PA, USA",40.202278,-77.196548
2024,"Athens, OH, USA",39.329239,-82.101257
2025,"Opp, AL, USA",31.280674,-86.25589
2026,"Branson, Missouri, USA",36.64418,-93.232727
2027,"Clarksville, VA, USA",36.623898,-78.556664
2028,"Silver Lake, North Carolina, USA",34.14946,-77.914185
2029,"Soquel, CA, USA",36.988327,-121.956696
2030,"Green River, UT, USA",38.995495,-110.159828
2031,"Jesup, GA, USA",31.608931,-81.883141
2032,"Tama, IA, USA",41.962738,-92.576752
2033,"Bridgeton, MO, USA",38.766994,-90.411507
2034,"Rindge, NH, USA",42.751198,-72.009804
2035,"Winchendon, MA, USA",42.687099,-72.043953
2036,"Bristol, VA, USA",36.595787,-82.184898
2037,"Canyon, TX, USA",34.980335,-101.9188
2038,"Philippi, WV, USA",39.152321,-80.040359
2039,"Huntington, IN, USA",40.883392,-85.496315
2040,"Charlotte, VT, USA",44.309662,-73.261215
2041,"Dalhart, TX, USA",36.059479,-102.513252
2042,"Porter, TX, USA",30.10445,-95.236427
2043,"Cayce, SC, USA",33.96571,-81.073982
2044,"Ravenden, AR, USA",36.233402,-91.251801
2045,"Humboldt, TN, USA",35.825886,-88.91098
2046,"East Meadow, NY, USA",40.713566,-73.559479
2047,"Tooele, UT, USA",40.530777,-112.298279
2048,"Springdale, UT, USA",37.188869,-112.99855
2049,"Guttenberg, IA, USA",42.789989,-91.102905
2050,"Sutton, WV, USA",38.664543,-80.709816
2051,"Twentynine Palms, CA, USA",34.135559,-116.054169
2052,"Basalt, CO, USA",39.367882,-107.03344
2053,"Aspen, CO, USA",39.191097,-106.817535
2054,"McAlester, OK, USA",34.93343,-95.769714
2055,"Riverbank, CA, USA",37.736317,-120.936005
2056,"Cullman, AL, USA",34.17482,-86.843613
2057,"Chamblee, GA, USA",33.892048,-84.298813
2058,"Chinle, AZ, USA",36.154449,-109.552605
2059,"McDade, TX, USA",30.286957,-97.239967
2060,"West Point, MS, USA",33.674068,-83.869629
2061,"Waldport, OR, USA",44.426785,-124.068733
2062,"Reedsport, OR, USA",43.702339,-124.096779
2063,"Sweet Home, OR, USA",44.397625,-122.736198
2064,"Hudson, NY, USA",42.252865,-73.790962
2065,"Manassas, VA, USA",38.75066,-77.475143
2066,"Bogart, GA, USA",33.94928,-83.534607
2067,"Sun City Center, FL, USA",27.718086,-82.351761
2068,"Savannah, MO, USA",39.941662,-94.830246
2069,"Quakertown, PA, USA",40.441769,-75.341568
2070,"Calhoun City, MS, USA",33.855076,-89.311302
2071,"Moss Point, MS, USA",30.404119,-88.536865
2072,"Waynesboro, PA, USA",39.755928,-77.577766
2073,"Afton, VA, USA",38.032578,-78.839027
2074,"Mundelein, IL, USA",42.263161,-88.004036
2075,"Schertz, TX, USA",29.552174,-98.269737
2076,"Mariposa, CA, USA",37.487118,-119.96769
2077,"Descanso, CA, USA",32.858501,-116.613976
2078,"Watersmeet, MI, USA",46.267834,-89.178299
2079,"Linden, TX, USA",33.011505,-94.365379
2080,"Feura Bush, NY, USA",42.577885,-73.878922
2081,"Centerport, NY, USA",40.899761,-73.367905
2082,"Itasca, IL, USA",41.975029,-88.007294
2083,"Crystal Lake, IL, USA",42.24342,-88.316978
2084,"Beacon, NY, USA",41.508064,-73.977554
2085,"Rutland, GA, USA",32.741207,-83.655403
2086,"Mayday, Colorado, USA",37.350555,-108.076111
2087,"Cheviot, OH, USA",39.157001,-84.613281
2088,"Bonsall, CA, USA",33.288921,-117.225594
2089,"Lincolnville, ME, USA",44.281197,-69.008705
2090,"Atwater, CA, USA",37.341778,-120.607224
2091,"Grand View, ID, USA",42.986816,-116.097183
2092,"Laotto, IN, USA",41.290657,-85.197937
2093,"Oak Hill, WV, USA",37.974361,-81.147392
2094,"Huff, ND, USA",46.623882,-100.651787
2095,"Proctor, MN, USA",46.746449,-92.221642
2096,"Selbyville, DE, USA",38.459152,-75.227951
2097,"Somerset, NY, USA",43.347683,-78.555656
2098,"Port Tobacco, MD, USA",38.509995,-77.01947
2099,"Southport, NC, USA",33.921562,-78.020271
2100,"Montrose, NJ, USA",40.30167,-74.221672
2101,"Carlsbad, NM, USA",32.417934,-104.229034
2102,"Superior, NE, USA",40.018822,-98.066505
2103,"Parsippany-Troy Hills, NJ, USA",40.866959,-74.417374
2104,"Rush Township, PA, USA",40.852734,-78.179245
2105,"Merkel, TX, USA",32.466866,-100.014015
2106,"Cornwall, NY, USA",41.434338,-74.03537
2107,"Winnemucca, NV, USA",40.972958,-117.735687
2108,"Villa Rica, GA, USA",33.732067,-84.919395
2109,"Defiance, OH, USA",41.284492,-84.355782
2110,"Lake Hart, FL, USA",28.387966,-81.22834
2111,"Valley Stream, NY, USA",40.664268,-73.708466
2112,"Cedar Grove, NJ, USA",40.851788,-74.229034
2113,"Campbell, CA, USA",37.287167,-121.949959
2114,"Brackridge, Jacksonville, FL, USA",30.274679,-81.566498
2115,"Alloway Township, NJ, USA",39.557564,-75.315445
2116,"Marshfield, WI, USA",44.668854,-90.171799
2117,"Avocado, CA, USA",36.78944,-119.403061
2118,"Tenstrike, MN, USA",47.65662,-94.674698
2119,"Byron, CA, USA",37.867149,-121.638008
2120,"Dade City, FL, USA",28.364725,-82.195915
2121,"Big Lake, WA, USA",48.402882,-122.241264
2122,"Rockland, ME, USA",42.130657,-70.916153
2123,"Aberdeen, WA, USA",46.975372,-123.81572
2124,"Neptune Beach, FL, USA",30.312866,-81.396606
2125,"Riley, KS, USA",39.298885,-96.830841
2126,"Loughman, FL, USA",28.241753,-81.566956
2127,"Hunters Creek, FL, USA",28.360563,-81.422295
2128,"Andersonville, GA, USA",32.195881,-84.140106
2129,"Wyatt, MO, USA",36.912483,-89.222168
2130,"Big Cove, AL, USA",34.667313,-86.488876
2131,"Irvington, NJ, USA",40.726429,-74.228813
2132,"Mill Point, WV, USA",38.158176,-80.180901
2133,"Christmas Valley, OR, USA",43.237808,-120.671112
2134,"Ruther Glen, VA, USA",37.929035,-77.465286
2135,"War, West Virginia, US",37.30212,-81.690674
2136,"Welch, WV, USA",37.432892,-81.584549
2137,"Beverly, MA, USA",42.55843,-70.880051
2138,"Rockport, MA, USA",42.655651,-70.620361
2139,"Garden City, GA, USA",32.114372,-81.153999
2140,"Halifax, VA, USA",36.765972,-78.928345
2141,"Watsonsville, CA, USA",36.910233,-121.756897
2142,"East Berlin, PA, USA",39.937595,-76.978592
2143,"Spanish Valley, UT, USA",38.493317,-109.45845
2144,"Palmyra, PA, USA",40.308979,-76.5933
2145,"Coachella, CA, USA",33.680302,-116.173897
2146,"Cascade, Grand Rapids, MI, US",42.900112,-85.503159
2147,"Worcester, NY, USA",42.591717,-74.750504
2148,"Rolling Hills, Madera, CA, USA",36.899097,-119.795166
2149,"Blaine, WA, USA",48.988552,-122.749748
2150,"Kennedale, TX, USA",32.646801,-97.225845
2151,"Glenn Heights, TX, USA",32.548748,-96.856667
2152,"Waxahachie, TX, USA",32.392719,-96.84388
2153,"Enoree, SC, USA",34.656513,-81.965096
2154,"Sky Lake, Orlando, FL, USA",28.453226,-81.389015
2155,"Rutland, VT, USA",43.610622,-72.972603
2156,"Plains, KS, USA",37.262032,-100.58976
2157,"Fife Lake, MI, USA",44.57695,-85.350616
2158,"Fort Meade, MD, USA",39.113762,-76.726776
2159,"Colley, PA, USA",41.534519,-76.286324
2160,"Windsor, CO, USA",40.477482,-104.90136
2161,"Santa Teresa, NM, USA",31.855938,-106.63916
2162,"Shanandoah, TX, USA",30.180216,-95.455772
2163,"Redmond, OR, US",44.272621,-121.17392
2164,"Franklin Furnace, OH, USA",38.621212,-82.848129
2165,"Brandon, VT, USA",43.795044,-73.088524
2166,"Bayfield, WI, USA",46.810768,-90.818237
2167,"Fountain Hills, AZ, USA",33.603374,-111.730782
2168,"McMinnville, OR, USA",45.211449,-123.19799
2169,"Hershey, PA, USA",40.285519,-76.650589
2170,"La Cañada Flintridge, CA, USA",34.209141,-118.200134
2171,"Lincoln, MA, USA",42.425926,-71.303947
2172,"Orleans, MA, USA",41.788322,-69.991249
2173,"King of Prussia, PA, USA",40.103844,-75.382324
2174,"Bertram, TX, USA",30.743795,-98.055573
2175,"Creston, IA, USA",41.058601,-94.361343
2176,"Citadel, Kansas City, MO, USA",39.015697,-94.565559
2177,"Blue Grass, IA, USA",41.508919,-90.765976
2178,"Gilbert, IA, USA",42.106709,-93.644745
2179,"Bennington, NE, USA",41.364719,-96.157799
2180,"Waterbury Center, VT, USA",44.376896,-72.718948
2181,"Ashley, ND, USA",46.034142,-99.371506
2182,"Echo, LA, USA",31.112917,-92.239998
2183,"Signal Hill, CA, USA",33.797337,-118.161659
2184,"Experiment, GA, USA",33.278774,-84.275284
2185,"Key Biscayne, FL, USA",25.699347,-80.162392
2186,"Bethel, Dale City, VA, USA",38.655689,-77.307205
2187,"Pearblossom, CA, USA",34.506413,-117.909683
2188,"Mead Valley, CA, USA",33.837219,-117.287605
2189,"Granite City, Il, USA",38.703732,-90.139389
2190,"Berrys, VA, USA",39.038609,-77.996941
2191,"Cherry Tree, PA, USA",40.726456,-78.806694
2192,"Port Aransas, TX, USA",27.833916,-97.061096
2193,"Cudjoe Key, FL, USA",24.671532,-81.498421
2194,"Crete, IL, USA",41.444481,-87.631432
2195,"Wesley Chapel, FL, USA",28.182894,-82.364174
2196,"Priest River, ID, USA",48.18074,-116.909363
2197,"North Olmsted, OH, USA",41.415604,-81.92347
2198,"Yulee, FL, USA",30.631903,-81.606483
2199,"Lithia, FL, USA",27.819075,-82.149048
2200,"Sylvan Shores, FL, USA",27.319162,-81.337975
2201,"Spruce Pine, NC, USA",35.915401,-82.06456
2202,"Bloomingdale, FL, USA",27.883505,-82.254997
2203,"Oretech, OR, USA",42.264671,-121.743645
2204,"Crewe, VA, USA",37.173206,-78.123337
2205,"Hoffman Estates, IL, USA",42.062992,-88.122719
2206,"Gorham, ME, USA",43.679531,-70.444221
2207,"Burton, OH, USA",41.470608,-81.145103
2208,"Ashby, MA, USA",42.677277,-71.81871
2209,"Lakeway, TX, USA",30.367979,-97.991676
2210,"Schellville, CA, USA",38.246029,-122.439705
2211,"Burnt Store Marina, FL, USA",26.765068,-82.050926
2212,"Fulshear, TX, USA",29.693962,-95.900482
2213,"Alvin, TX, USA",29.423847,-95.244102
2214,"Helen, GA, USA",34.701485,-83.731567
2215,"Cleveland, GA, USA",34.596619,-83.762939
2216,"Craft, TX, USA",31.917818,-95.235252
2217,"Winthrop, MA, USA",42.377815,-70.981133
2218,"Narcoossee, FL, USA",28.298056,-81.239166
2219,"Lake Oswego, OR, USA",45.419872,-122.669159
2220,"Cumberland, ME, USA",43.796574,-70.258522
2221,"Mehlville, MO, USA",38.50761,-90.326324
2222,"Custer, WA, USA",48.917336,-122.637947
2223,"Hidden Valley, NV, USA",39.497021,-119.717628
2224,"Naval Air Station Point Mugu, CA, USA",34.112442,-119.10244
2225,"Castleton, VT, USA",43.610622,-73.179832
2226,"Leary, GA, USA",31.486137,-84.514015
2227,"Channelview, TX, USA",29.776299,-95.113708
2228,"Olney, MD, USA",39.153164,-77.066925
2229,"Buckner, KY, USA",38.383678,-85.439957
2230,"Damariscotta, ME, USA",44.032879,-69.51889
2231,"Foreman, AR, USA",33.721783,-94.396873
